PO_ID,PO_Date,Supplier,Category,Quantity_Ordered,Unit_Cost,PO_Value,Promised_Delivery_Days,Actual_Delivery_Days,On_Time,Late_Days,Opening_Stock,Demand_Units,Received_Units,Closing_Stock,Stockout
PO102696,2025-09-27,Supplier_09,Office Supplies,7,224.45,1571.15,6,10,No,4,288,21,7,274,No
PO102697,2025-07-18,Supplier_04,Electronics,11,412.96,4542.56,10,10,Yes,0,58,43,11,0,Yes
PO102698,2025-03-27,Supplier_14,Home & Kitchen,4,408.08,1632.32,8,8,Yes,0,461,36,4,429,No
PO102699,2025-02-26,Supplier_05,Office Supplies,7,25.94,181.58,5,13,No,8,39,19,7,27,No
PO102700,2025-10-02,Supplier_03,Home & Kitchen,18,61.5,1107.0,8,9,No,1,290,29,18,279,No
PO102701,2025-08-01,Supplier_03,Electronics,9,214.27,1928.43,10,21,No,11,93,35,9,67,No
PO102702,2025-09-22,Supplier_01,Home & Kitchen,7,212.88,1490.16,4,8,No,4,229,22,7,214,No
PO102703,2025-03-25,Supplier_04,Office Supplies,17,178.13,3028.21,3,11,No,8,240,22,17,235,No
PO102704,2025-11-01,Supplier_04,Home & Kitchen,16,170.72,2731.52,4,5,No,1,70,34,16,52,No
PO102705,2025-11-16,Supplier_07,Home & Kitchen,4,254.0,1016.0,4,3,Yes,0,231,34,4,201,No
PO102706,2025-09-08,Supplier_01,Electronics,14,419.83,5877.62,5,16,No,11,33,45,14,0,Yes
PO102707,2025-12-10,Supplier_04,Electronics,19,199.38,3788.22,7,7,Yes,0,350,58,19,311,No
PO102708,2025-02-12,Supplier_14,Office Supplies,16,126.3,2020.8,7,6,Yes,0,435,22,16,429,No
PO102709,2025-08-01,Supplier_04,Electronics,10,433.01,4330.1,3,9,No,6,70,51,10,0,Yes
PO102710,2025-08-04,Supplier_14,Home & Kitchen,15,443.01,6645.15,6,15,No,9,425,28,15,412,No
PO102711,2025-08-28,Supplier_12,Electronics,8,497.09,3976.72,3,10,No,7,87,48,8,0,Yes
PO102712,2025-01-21,Supplier_02,Home & Kitchen,12,97.94,1175.28,9,12,No,3,308,32,12,288,No
PO102713,2025-02-24,Supplier_06,Home & Kitchen,20,308.72,6174.4,10,18,No,8,291,26,20,285,No
PO102714,2025-07-13,Supplier_01,Home & Kitchen,16,93.91,1502.56,7,5,Yes,0,421,22,16,415,No
PO102715,2025-03-29,Supplier_06,Electronics,17,453.84,7715.28,7,12,No,5,66,56,17,0,Yes
PO102716,2025-01-19,Supplier_07,Home & Kitchen,5,243.39,1216.95,5,11,No,6,364,21,5,348,No
PO102717,2025-11-22,Supplier_12,Electronics,2,,952.12,3,1,Yes,0,181,42,2,141,No
PO102718,2025-10-15,Supplier_06,Office Supplies,15,271.47,4072.05,9,20,No,11,305,28,15,292,No
PO102719,2025-10-22,Supplier_12,Home & Kitchen,10,297.92,2979.2,4,4,Yes,0,467,31,10,446,No
PO102720,2025-05-01,Supplier_08,Electronics,6,422.87,2537.22,7,15,No,8,460,45,6,0,Yes
PO102721,2025-10-13,Supplier_11,Home & Kitchen,1,38.16,38.16,5,4,Yes,0,122,29,1,94,No
PO102722,2025-12-07,Supplier_05,Office Supplies,11,24.87,273.57,10,21,No,11,275,19,11,267,No
PO102723,2025-01-25,Supplier_09,Home & Kitchen,19,327.42,6220.98,4,7,No,3,219,34,19,204,No
PO102724,2025-09-01,Supplier_01,Office Supplies,13,292.78,3806.14,4,11,No,7,74,21,13,66,No
PO102725,2025-03-03,Supplier_01,Electronics,7,299.77,2098.39,4,5,No,1,263,39,7,0,Yes
PO102726,2025-11-02,Supplier_12,Office Supplies,8,117.79,942.32,10,10,Yes,0,254,26,8,236,No
PO102727,2025-09-05,Supplier_13,Electronics,18,452.54,8145.72,4,11,No,7,324,48,18,294,No
PO102728,2025-09-03,Supplier_02,Home & Kitchen,1,295.79,295.79,7,16,No,9,336,28,1,309,No
PO102729,2025-09-13,Supplier_10,Home & Kitchen,12,210.45,2525.4,7,6,Yes,0,401,34,12,379,No
PO102730,2025-06-03,Supplier_02,Home & Kitchen,3,414.16,1242.48,9,13,No,4,329,26,3,306,No
PO102731,2025-05-20,Supplier_15,Electronics,10,226.85,2268.5,5,8,No,3,180,39,10,151,No
PO102732,2025-01-03,Supplier_01,Office Supplies,14,230.74,3230.36,3,1,Yes,0,209,18,14,205,No
PO102733,2025-04-27,Supplier_03,Electronics,15,283.51,4252.65,7,11,No,4,291,55,15,0,Yes
PO102734,2025-08-28,Supplier_13,Home & Kitchen,1,145.1,145.1,3,4,Yes,1,254,30,1,225,No
PO102735,2025-08-03,Supplier_02,Electronics,3,431.62,1294.86,5,9,No,4,74,45,3,32,No
PO102736,2025-11-28,Supplier_03,Electronics,11,183.39,2017.29,3,10,No,7,332,42,11,301,No
PO102737,2025-02-05,Supplier_14,Electronics,18,252.16,4538.88,4,9,No,5,179,38,18,0,Yes
PO102738,2025-11-15,Supplier_02,Home & Kitchen,12,472.23,5666.76,4,10,No,6,464,28,12,448,No
PO102739,2025-05-10,Supplier_05,Electronics,8,330.99,2647.92,9,8,Yes,0,202,40,8,170,No
PO102740,2025-12-13,Supplier_14,Home & Kitchen,5,241.15,1205.75,9,7,Yes,0,451,30,5,426,No
PO102741,2025-07-07,Supplier_15,,10,59.54,595.4,7,11,No,4,200,21,10,189,No
PO102742,2025-08-14,Supplier_02,Home & Kitchen,6,185.15,1110.9,8,6,Yes,0,93,20,6,79,No
PO102743,2025-03-28,Supplier_12,Electronics,16,471.8,7548.8,10,18,No,8,333,46,16,303,No
PO102744,2025-05-20,Supplier_15,Electronics,9,301.01,2709.09,4,5,Yes,1,99,45,9,63,No
PO102745,2025-01-19,Supplier_04,Electronics,10,93.59,935.9,4,11,No,7,402,40,10,0,Yes
PO102746,2025-09-24,Supplier_08,Office Supplies,6,49.62,297.72,3,1,Yes,0,240,30,6,216,No
PO102747,2025-07-16,Supplier_10,Electronics,15,322.49,4837.35,8,8,Yes,0,327,45,15,0,Yes
PO102748,2025-12-31,Supplier_06,Home & Kitchen,19,74.11,1408.09,7,13,No,6,215,37,19,197,No
PO102749,2025-03-22,Supplier_06,Electronics,20,457.34,9146.8,8,9,Yes,1,361,49,20,0,Yes
PO102750,2025-01-12,Supplier_06,Electronics,7,380.34,2662.38,4,9,No,5,430,45,7,0,Yes
PO102751,2025-06-03,Supplier_13,Home & Kitchen,11,417.36,4590.96,9,13,No,4,54,29,11,36,No
PO102752,2025-03-09,Supplier_01,Home & Kitchen,17,426.91,7257.47,10,21,No,11,256,23,17,0,Yes
PO102753,2025-02-25,Supplier_10,Electronics,3,322.71,968.13,6,7,Yes,1,328,47,3,0,Yes
PO102754,2025-11-11,Supplier_08,Office Supplies,10,320.18,3201.8,6,4,Yes,0,476,24,10,462,No
PO102755,2025-08-11,Supplier_11,Office Supplies,6,361.72,2170.32,5,4,Yes,0,83,19,6,70,No
PO102756,2025-10-26,Supplier_11,Electronics,18,138.62,2495.16,3,7,No,4,318,33,18,303,No
PO102757,2025-04-09,Supplier_05,Office Supplies,16,481.44,7703.04,8,13,No,5,399,25,16,390,No
PO102758,2025-11-04,Supplier_07,Electronics,7,139.64,977.48,4,2,Yes,0,198,57,7,0,Yes
PO102759,2025-03-18,Supplier_01,Electronics,14,312.95,4381.3,5,11,No,6,136,42,14,0,Yes
PO102760,2025-06-07,Supplier_08,Home & Kitchen,13,93.11,1210.43,8,10,No,2,306,28,13,291,No
PO102761,2025-12-25,Supplier_07,Electronics,3,225.55,676.65,6,13,No,7,115,54,3,0,Yes
PO102762,2025-02-04,Supplier_13,Home & Kitchen,10,114.55,1145.5,10,11,No,1,488,30,10,468,No
PO102763,2025-02-18,Supplier_11,Home & Kitchen,9,383.81,3454.29,5,4,Yes,0,294,26,9,277,No
PO102764,2025-09-30,Supplier_06,Office Supplies,2,220.94,441.88,9,16,No,7,228,19,2,211,No
PO102765,2025-12-06,Supplier_14,Electronics,7,203.83,1426.81,7,5,Yes,0,240,35,7,0,Yes
PO102766,2025-05-22,Supplier_08,Office Supplies,4,156.98,627.92,9,11,No,2,208,27,4,0,Yes
PO102767,2025-06-18,Supplier_05,Office Supplies,8,245.3,1962.4,9,14,No,5,133,27,8,114,No
PO102768,2025-07-31,Supplier_10,Home & Kitchen,10,296.01,2960.1,4,8,No,4,377,21,10,366,No
PO102769,2025-08-17,Supplier_07,Office Supplies,8,412.54,3300.32,7,6,Yes,0,44,17,8,35,No
PO102770,2025-07-14,Supplier_15,Home & Kitchen,16,495.84,7933.44,7,5,Yes,0,172,32,16,156,No
PO102771,2025-11-13,Supplier_14,Electronics,19,34.54,656.26,4,3,Yes,0,44,56,19,7,No
PO102772,2025-01-14,Supplier_01,Electronics,17,322.14,5476.38,8,14,No,6,239,45,17,0,Yes
PO102773,2025-06-08,Supplier_04,Home & Kitchen,6,115.71,694.26,9,12,No,3,239,21,6,224,No
PO102774,2025-07-19,Supplier_07,Electronics,12,36.3,435.6,3,4,Yes,1,278,49,12,0,Yes
PO102775,2025-08-03,Supplier_11,Electronics,8,185.81,1486.48,9,16,No,7,182,46,8,144,No
PO102776,2025-03-03,Supplier_10,Electronics,15,395.46,5931.9,5,16,No,11,487,46,15,0,Yes
PO102777,2025-01-21,Supplier_14,Home & Kitchen,5,385.34,1926.7,7,6,Yes,0,51,25,5,31,No
PO102778,2025-03-25,Supplier_03,Home & Kitchen,16,116.46,1863.36,3,9,No,6,396,24,16,388,No
PO102779,2025-12-26,Supplier_10,Home & Kitchen,11,66.22,728.42,8,12,No,4,447,23,11,435,No
PO102780,2025-02-06,Supplier_14,Electronics,19,443.37,8424.03,4,7,No,3,127,47,19,0,Yes
PO102781,2025-01-01,Supplier_02,Electronics,19,226.05,4294.95,7,16,No,9,80,44,19,55,No
PO102782,2025-05-06,Supplier_11,Electronics,10,196.44,1964.4,8,15,No,7,271,46,10,0,Yes
PO102783,2025-12-08,Supplier_10,Office Supplies,10,15.68,156.8,8,9,Yes,1,161,22,10,0,Yes
PO102784,2025-04-25,Supplier_01,Home & Kitchen,9,26.67,240.03,4,3,Yes,0,90,25,9,74,No
PO102785,2025-06-24,Supplier_01,Office Supplies,2,236.72,473.44,6,7,No,1,413,26,2,389,No
PO102786,2025-08-20,Supplier_01,Electronics,10,174.28,1742.8,5,13,No,8,80,50,10,0,Yes
PO102787,2025-10-15,Supplier_05,Electronics,13,362.64,4714.32,10,18,No,8,356,44,13,0,Yes
PO102788,2025-01-09,Supplier_11,Home & Kitchen,1,227.68,227.68,5,7,No,2,97,28,1,70,No
PO102789,2025-09-02,Supplier_14,Electronics,3,213.23,639.69,3,2,Yes,0,322,33,3,292,No
PO102790,2025-10-13,Supplier_11,Electronics,2,254.34,508.68,10,16,No,6,475,41,2,436,No
PO102791,2025-09-14,Supplier_11,Electronics,6,63.24,379.44,5,6,Yes,1,385,47,6,344,No
PO102792,2025-05-24,Supplier_06,Home & Kitchen,2,61.97,123.94,10,18,No,8,252,27,2,227,No
PO102793,2025-09-26,Supplier_04,Electronics,1,187.69,187.69,9,15,No,6,298,33,1,0,Yes
PO102794,2025-11-17,Supplier_09,Office Supplies,3,23.87,71.61,3,6,No,3,359,23,3,0,Yes
PO102795,2025-03-23,Supplier_11,Home & Kitchen,6,21.78,130.68,3,3,Yes,0,225,38,6,193,No
PO102796,2025-09-08,Supplier_13,Office Supplies,12,352.1,4225.2,6,8,No,2,418,27,12,403,No
PO102797,2025-08-07,Supplier_09,Home & Kitchen,2,92.71,185.42,4,4,Yes,0,491,34,2,459,No
PO102798,2025-07-13,Supplier_15,Electronics,6,156.67,940.02,7,11,No,4,239,43,6,202,No
PO102799,2025-03-25,Supplier_13,Office Supplies,19,328.48,6241.12,4,8,No,4,66,21,19,64,No
PO102800,2025-10-31,Supplier_15,Home & Kitchen,9,376.87,3391.83,5,3,Yes,0,178,17,9,170,No
PO102801,2025-01-17,Supplier_11,Office Supplies,9,363.87,3274.83,4,3,Yes,0,92,23,9,78,No
PO102802,2025-11-04,Supplier_04,Home & Kitchen,1,498.83,498.83,3,5,No,2,342,35,1,308,No
PO102803,2025-04-22,Supplier_13,Electronics,16,468.8,7500.8,4,3,Yes,0,467,34,16,0,Yes
PO102804,2025-03-05,Supplier_10,Office Supplies,17,86.2,1465.4,9,10,Yes,1,113,21,17,109,No
PO102805,2025-04-29,Supplier_11,Electronics,9,454.09,4086.81,5,3,Yes,0,213,44,9,0,Yes
PO102806,2025-10-04,Supplier_05,Electronics,2,376.91,753.82,9,11,No,2,422,42,2,0,Yes
PO102807,2025-12-23,Supplier_02,Electronics,10,154.28,1542.8,9,15,No,6,327,41,10,0,Yes
PO102808,2025-10-07,Supplier_15,Electronics,6,310.96,1865.76,5,5,Yes,0,395,48,6,353,No
PO102809,2025-03-20,Supplier_08,Home & Kitchen,13,436.3,5671.9,4,8,No,4,168,31,13,150,No
PO102810,2025-02-14,Supplier_09,Home & Kitchen,9,225.52,2029.68,6,7,No,1,186,30,9,165,No
PO102811,2025-01-12,Supplier_01,Office Supplies,11,195.97,2155.67,6,10,No,4,225,14,11,222,No
PO102812,2025-11-10,Supplier_14,Office Supplies,15,462.1,6931.5,5,14,No,9,463,20,15,458,No
PO102813,2025-11-20,Supplier_05,Office Supplies,1,104.16,104.16,3,6,No,3,267,16,1,252,No
PO102814,2025-09-22,Supplier_01,Office Supplies,13,289.73,3766.49,3,2,Yes,0,280,27,13,266,No
PO102815,2025-06-30,Supplier_05,Office Supplies,13,254.3,3305.9,6,12,No,6,482,17,13,478,No
PO102816,2025-12-15,Supplier_03,Home & Kitchen,3,460.1,1380.3,7,14,No,7,58,29,3,32,No
PO102817,2025-02-03,Supplier_08,Electronics,3,53.84,161.52,6,17,No,11,363,36,3,330,No
PO102818,2025-07-11,Supplier_10,Electronics,6,474.64,2847.84,5,4,Yes,0,58,55,6,9,No
PO102819,2025-03-22,Supplier_05,Electronics,7,177.04,1239.28,6,4,Yes,0,385,56,7,0,Yes
PO102820,2025-08-20,Supplier_03,Home & Kitchen,16,193.46,3095.36,6,15,No,9,256,27,16,245,No
PO102821,2025-12-22,Supplier_04,Office Supplies,18,484.5,8721.0,5,6,No,1,458,22,18,454,No
PO102822,2025-02-23,Supplier_03,Home & Kitchen,5,380.78,1903.9,8,19,No,11,253,26,5,232,No
PO102823,2025-03-09,Supplier_13,Home & Kitchen,8,346.73,2773.84,3,5,No,2,102,27,8,83,No
PO102824,2025-05-24,Supplier_08,Office Supplies,20,336.17,6723.4,6,11,No,5,402,17,20,405,No
PO102825,2025-05-21,Supplier_01,Home & Kitchen,18,38.56,694.08,9,17,No,8,64,24,18,58,No
PO102826,2025-10-26,Supplier_07,Home & Kitchen,6,234.59,1407.54,8,7,Yes,0,36,22,6,20,No
PO102827,2025-11-25,Supplier_07,Office Supplies,4,32.44,129.76,8,8,Yes,0,317,16,4,305,No
PO102828,2025-10-07,Supplier_11,Office Supplies,14,478.14,6693.96,8,13,No,5,112,24,14,102,No
PO102829,2025-12-21,Supplier_10,Office Supplies,16,365.88,5854.08,4,9,No,5,491,27,16,480,No
PO102830,2025-05-15,Supplier_11,Office Supplies,1,242.01,242.01,8,9,No,1,368,22,1,347,No
PO102831,2025-12-24,Supplier_03,Electronics,9,32.64,293.76,4,9,No,5,33,47,9,0,Yes
PO102832,2025-01-31,Supplier_01,Office Supplies,20,217.5,4350.0,9,12,No,3,260,20,20,260,No
PO102833,2025-01-28,Supplier_07,Home & Kitchen,20,21.55,431.0,7,17,No,10,450,21,20,449,No
PO102834,2025-03-29,Supplier_05,Electronics,13,89.05,1157.65,7,13,No,6,349,44,13,0,Yes
PO102835,2025-01-13,Supplier_06,Home & Kitchen,20,20.67,413.4,10,17,No,7,151,25,20,146,No
PO102836,2025-12-01,Supplier_14,Home & Kitchen,9,64.28,578.52,4,2,Yes,0,275,32,9,252,No
PO102837,2025-11-13,Supplier_13,Home & Kitchen,5,104.8,524.0,3,2,Yes,0,174,29,5,150,No
PO102838,2025-04-13,Supplier_12,Office Supplies,10,344.55,3445.5,5,9,No,4,432,18,10,424,No
PO102839,2025-10-24,Supplier_01,Home & Kitchen,2,75.6,151.2,5,6,No,1,274,29,2,0,Yes
PO102840,2025-11-16,Supplier_04,Electronics,7,160.28,1121.96,9,13,No,4,248,36,7,0,Yes
PO102841,2025-04-08,Supplier_01,Electronics,12,262.05,3144.6,5,16,No,11,190,50,12,0,Yes
PO102842,2025-05-03,Supplier_05,Home & Kitchen,18,365.08,6571.44,4,8,No,4,422,19,18,421,No
PO102843,2025-03-22,Supplier_08,Home & Kitchen,6,188.84,1133.04,9,16,No,7,224,28,6,202,No
PO102844,2025-06-14,Supplier_05,Electronics,13,376.95,4900.35,9,13,No,4,430,42,13,0,Yes
PO102845,2025-01-11,Supplier_11,Electronics,9,422.09,3798.81,3,2,Yes,0,131,46,9,0,Yes
PO102846,2025-10-26,Supplier_02,Office Supplies,4,441.44,1765.76,5,7,No,2,441,19,4,426,No
PO102847,2025-08-18,Supplier_14,Office Supplies,12,376.94,4523.28,6,10,No,4,312,18,12,306,No
PO102848,2025-12-31,Supplier_02,Home & Kitchen,13,219.58,2854.54,9,12,No,3,434,34,13,413,No
PO102849,2025-06-19,Supplier_08,Office Supplies,10,476.4,4764.0,10,12,No,2,222,21,10,211,No
PO102850,2025-08-08,Supplier_09,Home & Kitchen,2,89.98,179.96,9,18,No,9,209,32,2,179,No
PO102851,2025-11-24,Supplier_15,Electronics,8,416.3,3330.4,3,3,Yes,0,433,44,8,0,Yes
PO102852,2025-04-05,Supplier_01,Electronics,9,470.09,4230.81,9,10,No,1,131,40,9,100,No
PO102853,2025-05-29,Supplier_11,Electronics,8,238.22,1905.76,8,7,Yes,0,430,50,8,388,No
PO102854,2025-04-25,Supplier_13,Home & Kitchen,11,210.29,2313.19,4,9,No,5,484,26,11,469,No
PO102855,2025-07-18,Supplier_15,Home & Kitchen,7,362.42,2536.94,4,7,No,3,180,24,7,0,Yes
PO102856,2025-09-18,Supplier_12,Home & Kitchen,16,134.24,2147.84,3,1,Yes,0,388,24,16,380,No
PO102857,2025-07-02,Supplier_13,Office Supplies,18,422.07,7597.26,9,18,No,9,323,31,18,310,No
PO102858,2025-12-27,Supplier_01,Home & Kitchen,5,65.82,329.1,9,9,Yes,0,116,23,5,98,No
PO102859,2025-05-21,Supplier_14,Electronics,20,73.66,1473.2,3,1,Yes,0,386,52,20,354,No
PO102860,2025-05-09,Supplier_05,Office Supplies,20,231.73,4634.6,10,14,No,4,230,25,20,0,Yes
PO102861,2025-05-27,Supplier_01,Office Supplies,8,448.11,3584.88,8,6,Yes,0,214,17,8,205,No
PO102862,2025-05-21,Supplier_01,Electronics,6,51.04,306.24,7,8,No,1,231,46,6,0,Yes
PO102863,2025-07-05,Supplier_14,Electronics,13,496.34,6452.42,3,3,Yes,0,446,51,13,0,Yes
PO102864,2025-07-01,Supplier_06,Home & Kitchen,13,33.03,429.39,9,19,No,10,57,26,13,44,No
PO102865,2025-12-15,Supplier_10,Electronics,12,455.2,5462.4,5,3,Yes,0,353,35,12,0,Yes
PO102866,2025-07-05,Supplier_09,Electronics,13,197.16,2563.08,10,15,No,5,168,46,13,135,No
PO102867,2025-12-26,Supplier_03,Office Supplies,10,295.51,2955.1,8,11,No,3,442,29,10,423,No
PO102868,2025-05-15,Supplier_14,Home & Kitchen,15,294.39,4415.85,4,14,No,10,282,31,15,0,Yes
PO102869,2025-05-22,Supplier_02,Home & Kitchen,11,251.49,2766.39,3,14,No,11,31,19,11,23,No
PO102870,2025-02-05,Supplier_01,Electronics,3,326.78,980.34,3,6,No,3,102,35,3,0,Yes
PO102871,2025-08-29,Supplier_02,Office Supplies,6,483.25,2899.5,7,14,No,7,53,18,6,41,No
PO102872,2025-09-04,Supplier_07,Office Supplies,4,425.61,1702.44,6,7,Yes,1,195,23,4,176,No
PO102873,2025-10-29,Supplier_08,Home & Kitchen,7,447.97,3135.79,3,9,No,6,301,29,7,279,No
PO102874,2025-04-11,Supplier_12,Office Supplies,1,31.13,31.13,6,12,No,6,149,22,1,128,No
PO102875,2025-01-26,Supplier_02,Office Supplies,11,320.46,3525.06,10,15,No,5,157,29,11,139,No
PO102876,2025-03-05,,Home & Kitchen,13,441.2,5735.6,6,6,Yes,0,96,26,13,83,No
PO102877,2025-07-26,Supplier_07,Office Supplies,4,306.96,1227.84,9,9,Yes,0,473,22,4,455,No
PO102878,2025-12-05,Supplier_14,Office Supplies,14,308.94,4325.16,9,8,Yes,0,357,28,14,343,No
PO102879,2025-11-23,Supplier_03,Office Supplies,7,183.45,1284.15,3,13,No,10,171,26,7,152,No
PO102880,2025-02-05,Supplier_06,Office Supplies,3,88.86,266.58,3,3,Yes,0,475,25,3,453,No
PO102881,2025-08-11,Supplier_01,Home & Kitchen,6,165.71,994.26,4,13,No,9,59,36,6,29,No
PO102882,2025-10-30,Supplier_07,Home & Kitchen,12,216.96,2603.52,9,15,No,6,149,30,12,0,Yes
PO102883,2025-08-14,Supplier_02,Home & Kitchen,12,168.07,2016.84,8,9,No,1,40,47,12,5,No
PO102884,2025-03-08,Supplier_07,Electronics,14,494.98,6929.72,5,6,Yes,1,94,58,14,0,Yes
PO102885,2025-07-27,Supplier_02,Home & Kitchen,14,371.36,5199.04,7,10,No,3,362,30,14,346,No
PO102886,2025-08-26,Supplier_07,Electronics,13,323.61,4206.93,4,4,Yes,0,86,39,13,60,No
PO102887,2025-05-15,Supplier_14,Electronics,11,400.15,4401.65,5,10,No,5,276,51,11,0,Yes
PO102888,2025-03-24,Supplier_01,Home & Kitchen,14,202.54,2835.56,9,13,No,4,40,25,14,29,No
PO102889,2025-03-31,Supplier_10,Home & Kitchen,20,249.78,4995.6,3,1,Yes,0,109,32,20,97,No
PO102890,2025-09-17,Supplier_09,Office Supplies,14,374.02,5236.28,7,8,No,1,312,17,14,309,No
PO102891,2025-08-25,Supplier_10,Home & Kitchen,8,116.44,931.52,7,7,Yes,0,82,27,8,63,No
PO102892,2025-09-10,Supplier_02,Electronics,7,256.32,1794.24,9,16,No,7,488,46,7,0,Yes
PO102893,2025-07-18,Supplier_15,Home & Kitchen,15,316.88,4753.2,10,21,No,11,213,23,15,205,No
PO102894,2025-11-19,Supplier_11,Electronics,6,455.83,2734.98,5,11,No,6,294,55,6,0,Yes
PO102895,2025-10-07,Supplier_09,Electronics,5,294.62,1473.1,3,4,Yes,1,449,43,5,0,Yes
PO102896,2025-02-26,Supplier_03,Home & Kitchen,2,146.96,293.92,6,9,No,3,160,27,2,135,No
PO102897,2025-02-25,Supplier_14,Office Supplies,16,157.03,2512.48,5,10,No,5,321,24,16,313,No
PO102898,2025-04-11,Supplier_04,Home & Kitchen,8,199.55,1596.4,6,8,No,2,375,22,8,361,No
PO102899,2025-10-31,Supplier_10,Electronics,17,368.5,6264.5,4,3,Yes,0,288,38,17,0,Yes
PO102900,2025-12-07,Supplier_03,Office Supplies,4,146.48,585.92,10,21,No,11,427,15,4,416,No
PO102901,2025-03-09,Supplier_07,Electronics,5,395.88,1979.4,6,16,No,10,163,41,5,127,No
PO102902,2025-12-12,Supplier_01,Electronics,5,144.52,722.6,9,17,No,8,293,50,5,248,No
PO102903,2025-02-02,Supplier_11,Office Supplies,19,258.82,4917.58,5,3,Yes,0,453,29,19,443,No
PO102904,2025-10-07,Supplier_13,Home & Kitchen,4,341.99,1367.96,8,6,Yes,0,152,34,4,122,No
PO102905,2025-08-03,Supplier_07,Electronics,19,87.28,1658.32,8,18,No,10,408,43,19,0,Yes
PO102906,2025-03-14,Supplier_13,Home & Kitchen,10,164.42,1644.2,6,7,Yes,1,362,37,10,335,No
PO102907,2025-08-19,Supplier_03,Home & Kitchen,17,203.19,3454.23,10,11,No,1,140,25,17,132,No
PO102908,2025-01-05,Supplier_01,Office Supplies,9,356.65,3209.85,9,15,No,6,287,22,9,274,No
PO102909,2025-06-23,Supplier_01,Home & Kitchen,10,240.12,2401.2,9,16,No,7,394,30,10,374,No
PO102910,2025-03-30,Supplier_01,Electronics,7,231.22,1618.54,10,16,No,6,488,32,7,0,Yes
PO102911,2025-02-18,Supplier_14,Electronics,1,259.08,259.08,3,1,Yes,0,146,34,1,0,Yes
PO102912,2025-04-25,Supplier_09,Electronics,5,294.76,1473.8,6,7,No,1,99,38,5,66,No
PO102913,2025-06-09,Supplier_06,Electronics,9,60.58,545.22,5,6,Yes,1,348,42,9,0,Yes
PO102914,2025-10-10,Supplier_04,Electronics,19,482.88,9174.72,7,12,No,5,212,43,19,0,Yes
PO102915,2025-11-07,Supplier_13,Electronics,12,138.3,1659.6,5,3,Yes,0,92,39,12,65,No
PO102916,2025-06-05,Supplier_07,Home & Kitchen,20,30.0,600.0,7,8,No,1,40,24,20,36,No
PO102917,2025-01-15,Supplier_07,Office Supplies,2,315.12,630.24,8,12,No,4,296,23,2,275,No
PO102918,2025-04-21,Supplier_05,Office Supplies,10,21.88,218.8,7,11,No,4,35,15,10,30,No
PO102919,2025-03-28,Supplier_02,Electronics,6,205.21,1231.26,4,7,No,3,380,46,6,0,Yes
PO102920,2025-02-28,Supplier_09,Home & Kitchen,19,113.23,2151.37,10,14,No,4,376,29,19,366,No
PO102921,2025-04-21,Supplier_09,Electronics,3,63.51,190.53,6,9,No,3,39,35,3,0,Yes
PO102922,2025-04-28,Supplier_13,Office Supplies,3,240.41,721.23,7,8,Yes,1,220,18,3,205,No
PO102923,2025-01-27,Supplier_02,Home & Kitchen,7,201.02,1407.14,3,5,No,2,368,30,7,345,No
PO102924,2025-07-21,Supplier_14,Office Supplies,9,225.29,2027.61,5,3,Yes,0,212,16,9,0,Yes
PO102925,2025-09-09,Supplier_11,Office Supplies,6,459.51,2757.06,3,4,Yes,1,228,23,6,211,No
PO102926,2025-02-11,Supplier_11,Home & Kitchen,11,460.39,5064.29,8,13,No,5,130,25,11,116,No
PO102927,2025-07-04,Supplier_06,Home & Kitchen,4,303.58,1214.32,6,12,No,6,436,31,4,409,No
PO102928,2025-07-18,Supplier_07,Home & Kitchen,15,271.82,4077.3,4,9,No,5,69,23,15,61,No
PO102929,2025-07-19,Supplier_12,Office Supplies,1,281.67,281.67,6,16,No,10,362,21,1,342,No
PO102930,2025-03-02,Supplier_06,Home & Kitchen,16,251.19,4019.04,5,15,No,10,308,30,16,294,No
PO102931,2025-06-26,Supplier_02,Electronics,7,133.25,932.75,5,16,No,11,225,62,7,0,Yes
PO102932,2025-02-19,Supplier_05,Home & Kitchen,2,75.48,150.96,10,20,No,10,421,24,2,399,No
PO102933,2025-07-23,Supplier_01,Electronics,1,232.26,232.26,3,8,No,5,368,47,1,0,Yes
PO102934,2025-02-10,Supplier_03,Electronics,12,337.89,4054.68,6,13,No,7,142,41,12,113,No
PO102935,2025-08-14,Supplier_02,Office Supplies,20,71.16,1423.2,6,10,No,4,493,21,20,492,No
PO102936,2025-06-28,Supplier_12,Home & Kitchen,8,44.07,352.56,7,6,Yes,0,261,31,8,238,No
PO102937,2025-01-19,Supplier_15,Office Supplies,19,119.52,2270.88,4,13,No,9,407,24,19,402,No
PO102938,2025-02-12,Supplier_06,Electronics,10,56.52,565.2,6,17,No,11,51,45,10,0,Yes
PO102939,2025-08-30,Supplier_05,Office Supplies,14,45.61,638.54,6,16,No,10,327,25,14,316,No
PO102940,2025-08-09,Supplier_12,Home & Kitchen,16,260.6,4169.6,7,10,No,3,324,33,16,307,No
PO102941,2025-11-13,Supplier_09,Electronics,6,443.15,2658.9,3,11,No,8,417,44,6,0,Yes
PO102942,2025-10-05,Supplier_06,Office Supplies,15,491.11,7366.65,9,20,No,11,369,18,15,366,No
PO102943,2025-03-11,Supplier_06,Electronics,14,71.95,1007.3,7,6,Yes,0,286,44,14,0,Yes
